0.9914,0.1,14,18,7,18,7,36,7,18
0.9925,-0.1,14,18,7,18,7,36,7,18
0.9923,-0.07496540576171859,5,18,7,18,7,36,7,18
0.9887,-0.1,5,18,14,9,5,18,5,9
0,-0.1,5,18,7,18,7,36,7,18
0,-0.1,14,36,7,9,5,18,7,9
0,-0.1,5,9,5,9,5,18,5,9
0.9857,-0.06702801713180527,7,9,5,18,7,9,7,18
0.9842,-0.08687007419586161,5,18,5,9,7,9,7,18
0,-0.1,7,9,5,18,5,36,5,36
